inst#,actual,predicted,error,prediction,tweet,tweet,ID,SentiReal,SentPredict,SentPredict/2,sentPredictlog,,AVGReal,AVGPredict
89,1,1,,0.57,'miles beyond competition','miles beyond competition',15803502,0.278,0.57,0.285,,,,
22,1,1,,0.67,'reserves decline','reserves decline',5364581,0.279,0.67,0.335,,,,
127,1,1,,0.55,'reserves decline','reserves decline',5364581,0.279,0.55,0.275,,,,
2,1,1,,0.9,'gained average 09 week last nine years','gained average 09 week last nine years',6532308,0.279,0.9,0.45,,,,
108,1,1,,0.96,'sudden optimism iphone sales okay expected','sudden optimism iphone sales not bad expected',7.09825E+17,0.279,0.96,0.48,,,,
154,1,1,,0.99,'starting creep up','starting creep up',6192243,0.28,0.99,0.495,,,,
174,1,1,,0.89,'want go morning time looking chart','want go morning time looking chart',8820362,0.28,0.89,0.445,,,,
33,1,1,,0.84,'got nice push today','got nice push today',36727619,0.28,0.84,0.42,,,,
186,1,1,,0.81,'want go morning time looking chart','want go morning time looking chart',8820362,0.28,0.81,0.405,,,,
114,1,1,,0.98,'looks constructive','looks constructive',6142161,0.28,0.98,0.49,,,,
140,1,1,,1,'good load up confident','good load up confident',6783339,0.281,1,0.5,,,,
122,1,1,,0.83,'multiple expansion intact well','multiple expansion intact well',35726822,0.281,0.83,0.415,,,,
130,1,1,,0.69,'down day biotechs good load up','down day biotechs good load up',6783339,0.281,0.69,0.345,,,,
19,1,1,,0.91,' okay testing 200 day','not dipping testing 200 day',7.10537E+17,0.281,0.91,0.455,,,,
58,1,1,,0.99,'good load up confident','good load up confident',6783339,0.281,0.99,0.495,,,,
18,1,1,,1,'good load up confident','good load up confident',6783339,0.281,1,0.5,,,,
67,1,1,,1,'yhoo bidding heats up','yhoo bidding heats up',7.19524E+17,0.281,1,0.5,,,,
153,1,1,,0.99,'good load up confident','good load up confident',6783339,0.281,0.99,0.495,,,,
4,1,1,,0.69,'todays momentum movers','todays momentum movers',21026010,0.282,0.69,0.345,,,,
198,1,1,,0.84,'smartphone wars wound samsung','smartphone wars wound samsung',25341716,0.283,0.84,0.42,,,,
34,1,1,,0.967,'lnkd great doesnt potential side fb','lnkd great doesnt potential side fb',29352447,0.283,0.967,0.4835,,,,
95,1,1,,0.98,'beat up ah','beat up ah',25160682,0.284,0.98,0.49,,,,
125,1,1,,0.85,running,running,24007748,0.284,0.85,0.425,,,,
115,1,1,,0.99,'beat up ah','beat up ah',25160682,0.284,0.99,0.495,,,,
107,1,1,,0.81,'ibb back support','ibb back support',7.19559E+17,0.285,0.81,0.405,,,,
74,1,1,,0.82,'buy zone today take swing trade profits','buy zone today take swing trade profits',6186217,0.285,0.82,0.41,,,,
152,1,1,,0.69,'expands share repurchase program','expands share repurchase program',5631705,0.285,0.69,0.345,,,,
160,1,1,,0.86,'eyes disposals bid appease city backers','eyes disposals bid appease city backers',7.19802E+17,0.286,0.86,0.43,,,,
65,1,1,,0.99,'okay catch  knives','dont catch falling knives',35316844,0.286,0.99,0.495,,,,
129,1,1,,0.8,running,running,5425384,0.286,0.8,0.4,,,,
109,1,1,,0.99,'considering yahoo bid up 205','considering yahoo bid up 205',7.1958E+17,0.288,0.99,0.495,,,,
154,1,1,,0.74,'theres reason googl cant get back 1000','theres reason googl cant get back 1000',7.08446E+17,0.288,0.74,0.37,,,,
181,1,1,,0.83,'magically bought dollar','magically bought dollar',21120878,0.288,0.83,0.415,,,,
28,1,1,,0.86,'allow growing middle class working','allow growing middle class working',7.10286E+17,0.289,0.86,0.43,,,,
30,1,1,,0.97,'possible double bottom set up','possible double bottom set up',17792845,0.29,0.97,0.485,,,,
157,1,1,,0.7,'someone wants','someone wants',15108978,0.29,0.7,0.35,,,,
182,1,1,,1,'probably long','probably long',13253323,0.29,1,0.5,,,,
58,1,1,,1,'could lotto winners','could lotto winners',18706410,0.29,1,0.5,,,,
32,1,1,,0.693,'court tells states leave goog alone','court tells states leave goog alone',7.19568E+17,0.291,0.693,0.3465,,,,
50,1,1,,0.79,'lots nice setups energy liking whiting day crzo','lots nice setups energy liking whiting day crzo',23526008,0.293,0.79,0.395,,,,
161,1,1,,1,higher,higher,7.09472E+17,0.293,1,0.5,,,,
142,1,1,,0.95,'ready pop','ready pop',23242800,0.293,0.95,0.475,,,,
95,1,1,,1,okay,'covered shorts',7.1993E+17,0.294,1,0.5,,,,
77,1,1,,0.74,'stock options trade would doubled money','stock options trade would doubled money',7.19507E+17,0.294,0.74,0.37,,,,
111,1,1,,0.63,'goes deep machinelearning ai territory new 125000 supercomputer','goes deep machinelearning ai territory new 125000 supercomputer',7.19537E+17,0.294,0.63,0.315,,,,
57,1,1,,0.78,'mulls sale 1 billion venture capital portfolio','mulls sale 1 billion venture capital portfolio',7.08557E+17,0.295,0.78,0.39,,,,
71,1,1,,0.98,higher,higher,7.09472E+17,0.295,0.98,0.49,,,,
176,1,1,,0.76,got,got,29590592,0.295,0.76,0.38,,,,
177,1,1,,0.91,'buy stop above 80','buy stop above 80',5430926,0.295,0.91,0.455,,,,
132,1,1,,0.88,'580 coming quick fed supports markets 610','580 coming quick fed supports markets 610',14127963,0.296,0.88,0.44,,,,
179,1,1,,0.98,'nice bounce','nice bounce',18346099,0.296,0.98,0.49,,,,
153,1,1,,0.77,'ready okay','ready exit bankruptcy',6521056,0.298,0.77,0.385,,,,
186,1,1,,0.784,'coming far could go far stock price implies you pay nothing business','coming far could go far stock price implies you pay nothing business',5564467,0.298,0.784,0.392,,,,
149,1,1,,0.91,'holy green day batman luv plan comes together','holy green day batman luv plan comes together',10892920,0.298,0.91,0.455,,,,
24,1,1,,0.98,'get up bermuda triangle plenty daylight above','get up bermuda triangle plenty daylight above',16344567,0.3,0.98,0.49,,,,
102,1,-1,+,0.56,'weak hands flushed metals miners okay ','weak hands flushed metals miners fear selling',33802735,0.3,-0.56,,,,,
64,1,1,,0.99,'ses warrants buy 117b 1497 amerisourcebergenpbr16 shares','ses warrants buy 117b 1497 amerisourcebergenpbr16 shares',7.11113E+17,0.301,0.99,0.495,,,,
48,1,1,,0.882,'go fb go','go fb go',7.1994E+17,0.302,0.882,0.441,,,,
143,1,1,,0.83,'decent supt hereexpect upside','decent supt hereexpect upside',11204903,0.302,0.83,0.415,,,,
57,1,1,,0.58,'lets see 14 today','lets see 14 today',13918378,0.302,0.58,0.29,,,,
118,1,1,,0.92,'look strong solar rebound today','look strong solar rebound today',22758333,0.304,0.92,0.46,,,,
138,1,1,,0.91,'ciscosynata deal gamechanger csco','ciscosynata deal gamechanger csco',7.08502E+17,0.304,0.91,0.455,,,,
49,1,1,,0.79,'growth rate approximately 1220 1249 total net revenues 780 mln 790','growth rate approximately 1220 1249 total net revenues 780 mln 790',22958505,0.305,0.79,0.395,,,,
45,1,1,,0.76,'still interesting finance play one since 14s hold','still interesting finance play one since 14s hold',17688269,0.305,0.76,0.38,,,,
19,1,1,,0.74,361,361,20249627,0.306,0.74,0.37,,,,
115,1,1,,0.86,'moves up little today cup handle','moves up little today cup handle',7.10235E+17,0.306,0.86,0.43,,,,
19,1,1,,1,'aggressive buy','aggressive buy',7.1995E+17,0.306,1,0.5,,,,
60,1,1,,1,'aggressive buy','aggressive buy',7.1995E+17,0.306,1,0.5,,,,
89,1,1,,1,'aggressive buy','aggressive buy',7.1995E+17,0.306,1,0.5,,,,
143,1,1,,0.76,'looking goo 3580s break must hold 3540s','looking goo 3580s break must hold 3540s',7.19529E+17,0.307,0.76,0.38,,,,
187,1,1,,0.99,add,add,31284121,0.307,0.99,0.495,,,,
199,1,1,,0.96,'best performers','best performers',7.19542E+17,0.307,0.96,0.48,,,,
13,1,1,,1,'okay go','cant go down',24886266,0.308,1,0.5,,,,
158,1,1,,0.84,'pcln back up trendline','pcln back up trendline',5561391,0.308,0.84,0.42,,,,
156,1,1,,0.98,'equity indexes working positive engulfing march','equity indexes working positive engulfing march',7399381,0.308,0.98,0.49,,,,
21,1,1,,0.82,'close above 2864 ready rock roll','close above 2864 ready rock roll',6132488,0.308,0.82,0.41,,,,
14,1,1,,0.93,'looking continuation volume increase','looking continuation volume increase',9151159,0.308,0.93,0.465,,,,
148,1,1,,0.97,'giddy up','giddy up',16645732,0.308,0.97,0.485,,,,
158,1,1,,0.97,'equity indexes working positive engulfing march','equity indexes working positive engulfing march',7399381,0.308,0.97,0.485,,,,
16,1,1,,0.98,'up 19','up 19',7810443,0.309,0.98,0.49,,,,
46,1,1,,0.7,'broke downtrend line ready launch 200 day moving average','broke downtrend line ready launch 200 day moving average',5997088,0.309,0.7,0.35,,,,
46,1,1,,0.84,'looks like nice riskreward starting initiate position looks like nice riskreward starting initiate position','ooks like nice riskreward starting initiate position looks like nice riskreward starting initiate position',34226026,0.309,0.84,0.42,,,,
142,1,1,,0.82,'looking tasty','looking tasty',7.19584E+17,0.31,0.82,0.41,,,,
167,1,1,,0.97,'top holdings','top holdings',7.19561E+17,0.311,0.97,0.485,,,,
148,1,1,,0.98,'top holdings','top holdings',7.19561E+17,0.311,0.98,0.49,,,,
31,1,1,,0.95,'call credit spread','call credit spread',32725729,0.311,0.95,0.475,,,,
98,1,1,,1,'top holdings','top holdings',7.19561E+17,0.311,1,0.5,,,,
30,1,1,,0.8,'seriously nothing says strong growth like well played','seriously nothing says strong growth like well played',13132243,0.312,0.8,0.4,,,,
134,1,1,,0.65,'break 5min','break 5min',7.196E+17,0.313,0.65,0.325,,,,
19,1,1,,1,'stocks higher afternoon trade','stocks higher afternoon trade',7.196E+17,0.314,1,0.5,,,,
13,1,1,,0.99,'stocks higher afternoon trade','stocks higher afternoon trade',7.196E+17,0.314,0.99,0.495,,,,
129,1,1,,0.87,'sales numbers still holding up well igh end might not concern','sales numbers still holding up well igh end might not concern',8582567,0.315,0.87,0.435,,,,
69,1,1,,0.79,'sales numbers still holding up well igh end might not concern','sales numbers still holding up well igh end might not concern',8582567,0.315,0.79,0.395,,,,
161,1,1,,0.71,'mkt stableize little','mkt stableize little',7586671,0.315,0.71,0.355,,,,
116,1,1,,0.94,'could strategy okay big pop','could strategy exit shorts big pop',28243743,0.316,0.94,0.47,,,,
142,1,1,,0.83,'orgetting potential relative value users','orgetting potential relative value users',7.11721E+17,0.316,0.83,0.415,,,,
150,1,1,,0.99,'downbeaten stocks may ripe buys','downbeaten stocks may ripe buys',21382309,0.316,0.99,0.495,,,,
120,1,1,,0.98,'dividend hike green light','dividend hike green light',7211448,0.316,0.98,0.49,,,,
5,1,1,,1,'eps growth around 12 far','eps growth around 12 far',28428726,0.316,1,0.5,,,,
18,1,1,,0.99,'downbeaten stocks may ripe buys','downbeaten stocks may ripe buys',21382309,0.316,0.99,0.495,,,,
113,1,1,,1,'eps growth around 12 far','eps growth around 12 far',28428726,0.316,1,0.5,,,,
56,1,1,,0.94,'dividend hike green light','dividend hike green light',7211448,0.316,0.94,0.47,,,,
154,1,1,,0.98,'eps growth around 12 far','eps growth around 12 far',28428726,0.316,0.98,0.49,,,,
60,1,1,,0.98,'eps growth around 12 far','eps growth around 12 far',28428726,0.316,0.98,0.49,,,,
80,1,1,,0.94,'downbeaten stocks may ripe buys','downbeaten stocks may ripe buys',21382309,0.316,0.94,0.47,,,,
98,1,1,,0.94,'downbeaten stocks may ripe buys','downbeaten stocks may ripe buys',21382309,0.316,0.94,0.47,,,,
96,1,1,,0.97,'yahoo extends bidding deadline interest grows','yahoo extends bidding deadline interest grows',7.19478E+17,0.317,0.97,0.485,,,,
52,1,1,,0.88,'lots green 5 min','lots green 5 min',7.19534E+17,0.318,0.88,0.44,,,,
87,1,1,,0.99,'peaks above hod','peaks above hod',7.19574E+17,0.318,0.99,0.495,,,,
106,1,1,,0.98,'nice reversal','nice reversal',7.19619E+17,0.318,0.98,0.49,,,,
63,1,1,,0.99,'nice reversal','nice reversal',7.19619E+17,0.318,0.99,0.495,,,,
159,1,1,,1,'holding up well today','holding up well today',6394272,0.318,1,0.5,,,,
84,1,1,,0.99,'holding up well today','holding up well today',6394272,0.318,0.99,0.495,,,,
45,1,1,,0.99,'ffiv up 7','ffiv up 7',6161405,0.32,0.99,0.495,,,,
53,1,1,,0.98,'looking buy','looking buy',30855388,0.32,0.98,0.49,,,,
52,1,1,,0.96,'potential intermediate top uptrend','potential intermediate top uptrend',30619865,0.32,0.96,0.48,,,,
99,1,1,,0.81,'shareholders welcome marriottstarwood deal','shareholders welcome marriottstarwood deal',7.19597E+17,0.322,0.81,0.405,,,,
2,1,1,,0.96,'first quarter amazing','first quarter amazing',7.19889E+17,0.322,0.96,0.48,,,,
121,1,1,,0.9,'excited plays','excited plays',25330712,0.322,0.9,0.45,,,,
129,1,1,,0.96,'first quarter amazing','first quarter amazing',7.19889E+17,0.322,0.96,0.48,,,,
118,1,1,,0.97,'money flow positive','money flow positive',29326889,0.322,0.97,0.485,,,,
94,1,1,,0.94,'excited plays','excited plays',25330712,0.322,0.94,0.47,,,,
112,1,-1,+,0.54,'high risk could sweet st runner jigginess exits','high risk could sweet st runner jigginess exits',12417343,0.322,-0.54,,,,,
192,1,1,,0.99,'first quarter amazing','first quarter amazing',7.19889E+17,0.322,0.99,0.495,,,,
173,1,1,,0.905,' okay investors  apple','nothing investors damage apple',7213866,0.322,0.905,0.4525,,,,
14,1,1,,0.81,bulls,bulls,7.19719E+17,0.323,0.81,0.405,,,,
134,1,1,,0.72,'choice positve','choice positve',7890419,0.323,0.72,0.36,,,,
93,1,1,,0.91,'ooks pretty bullish','ooks pretty bullish',7.19502E+17,0.323,0.91,0.455,,,,
50,1,1,,0.69,'aapl could pick em up','aapl could pick em up',18018194,0.324,0.69,0.345,,,,
173,1,1,,1,'long sq long 3300 sq','long sq long 3300 sq',7.19858E+17,0.325,1,0.5,,,,
36,1,-1,+,0.56,'ripping early','ripping early',7.19521E+17,0.325,-0.56,,,,,
55,1,1,,0.93,'ure lots attractive suitors','ure lots attractive suitors',7.19924E+17,0.325,0.93,0.465,,,,
85,1,1,,0.81,'held trend line','held trend line',31958885,0.325,0.81,0.405,,,,
80,1,1,,0.87,'mark zuckerberg amazing job','mark zuckerberg amazing job',7.19514E+17,0.326,0.87,0.435,,,,
21,1,1,,0.92,'reward better good earnings','reward better good earnings',7800016,0.326,0.92,0.46,,,,
157,1,1,,0.69,'look amzn 600','look amzn 600',7.19583E+17,0.326,0.69,0.345,,,,
40,1,1,,0.93,'nice little cupandhandle shaping up favours good day index','nice little cupandhandle shaping up favours good day index',5721348,0.326,0.93,0.465,,,,
146,1,1,,0.72,'invest elon','invest elon',32940708,0.327,0.72,0.36,,,,
79,1,1,,0.8,'stock hit 170 easily','stock hit 170 easily',7.19926E+17,0.327,0.8,0.4,,,,
62,1,1,,0.9,'okay 81 ','sold 81 calls',27914585,0.328,0.9,0.45,,,,
85,1,1,,0.9,'whole semiconductor space looks interesting','whole semiconductor space looks interesting',7.19581E+17,0.328,0.9,0.45,,,,
161,1,1,,0.88,'slight green may runner later','slight green may runner later',7.09758E+17,0.328,0.88,0.44,,,,
8,1,1,,0.96,'lets go up gilead','lets go up gilead',36514212,0.328,0.96,0.48,,,,
22,1,1,,0.91,'support 50sma good long trade tight stop','support 50sma good long trade tight stop',7.19561E+17,0.328,0.91,0.455,,,,
34,1,1,,0.87,'good idea buy half half bac','good idea buy half half bac',24394588,0.329,0.87,0.435,,,,
45,1,-1,+,0.85,'saying peak fear mongering competitions dying','saying peak fear mongering competitions dying',31858971,0.329,-0.85,,,,,
10,1,1,,0.99,'covered call','covered call',7.10127E+17,0.329,0.99,0.495,,,,
14,1,1,,0.98,'yahoo extends bidding deadline interest grows','yahoo extends bidding deadline interest grows',7.19478E+17,0.329,0.98,0.49,,,,
51,1,1,,0.97,'covered call','covered call',7.10127E+17,0.329,0.97,0.485,,,,
32,1,1,,0.99,'positive outcome w lung study58 may see 13d filing soros','positive outcome w lung study58 may see 13d filing soros',36616915,0.33,0.99,0.495,,,,
194,1,1,,1,'positive outcome w lung study58 may see 13d filing soros','positive outcome w lung study58 may see 13d filing soros',36616915,0.33,1,0.5,,,,
20,1,1,,0.98,'positive outcome w lung study58 may see 13d filing soros','positive outcome w lung study58 may see 13d filing soros',36616915,0.33,0.98,0.49,,,,
7,1,1,,0.85,'looks like support line around 2490 held close green could start seeing pstv momentum','looks like support line around 2490 held close green could start seeing pstv momentum',29835080,0.331,0.85,0.425,,,,
121,1,1,,0.78,'sqns drops 515','sqns drops 515',5502351,0.331,0.78,0.39,,,,
39,1,1,,1,'unusual call activity','unusual call activity',7.10864E+17,0.332,1,0.5,,,,
71,1,1,,1,'unusual call activity','unusual call activity',7.10864E+17,0.332,1,0.5,,,,
143,1,1,,1,'unusual call activity','unusual call activity',7.10864E+17,0.332,1,0.5,,,,
23,1,1,,0.93,'marriott wins new starwood deal raising cash portion bid','marriott wins new starwood deal raising cash portion bid',7.11875E+17,0.332,0.93,0.465,,,,
132,1,1,,1,'unusual call activity','unusual call activity',7.10864E+17,0.332,1,0.5,,,,
44,1,1,,0.82,'upgrades stock recuperates','upgrades stock recuperates',7.09661E+17,0.334,0.82,0.41,,,,
193,1,1,,1,'stx higher','stx higher',7.19508E+17,0.334,1,0.5,,,,
60,1,1,,0.94,'goldman sachs reiterates conviction buy','goldman sachs reiterates conviction buy',7.19845E+17,0.334,0.94,0.47,,,,
112,1,1,,0.95,'up 580','up 580',7.19552E+17,0.334,0.95,0.475,,,,
185,1,1,,0.87,'balancing roic growth create value','balancing roic growth create value',7.19542E+17,0.334,0.87,0.435,,,,
192,1,1,,0.93,'starting show relative strength','starting show relative strength',7.09413E+17,0.334,0.93,0.465,,,,
79,1,1,,0.87,'wouldnt call banks hs quite yet','wouldnt call banks hs quite yet',14003238,0.335,0.87,0.435,,,,
85,1,1,,0.77,'bull candle','bull candle',29684145,0.335,0.77,0.385,,,,
153,1,1,,0.89,'play safe long make sure you dont go long money','play safe long make sure you dont go long money',27650004,0.335,0.89,0.445,,,,
21,1,1,,1,'unusual call buying','unusual call buying',7.11907E+17,0.336,1,0.5,,,,
11,1,1,,1,'unusual call buying','unusual call buying',7.11907E+17,0.336,1,0.5,,,,
41,1,1,,1,'unusual call buying','unusual call buying',7.11907E+17,0.336,1,0.5,,,,
180,1,1,,1,'unusual call buying','unusual call buying',7.11907E+17,0.336,1,0.5,,,,
52,1,1,,0.98,'earnings good','earnings good',7595388,0.336,0.98,0.49,,,,
37,1,1,,0.946,'stay long apple','stay long apple',7.19575E+17,0.337,0.946,0.473,,,,
4,1,1,,1,'225 million new internet users added globally every year','225 million new internet users added globally every year',7.19534E+17,0.337,1,0.5,,,,
9,1,1,,0.99,'225 million new internet users added globally every year','225 million new internet users added globally every year',7.19534E+17,0.337,0.99,0.495,,,,
71,1,1,,0.99,'225 million new internet users added globally every year','225 million new internet users added globally every year',7.19534E+17,0.337,0.99,0.495,,,,
179,1,1,,1,'225 million new internet users added globally every year','225 million new internet users added globally every year',7.19534E+17,0.337,1,0.5,,,,
10,1,1,,1,'225 million new internet users added globally every year','225 million new internet users added globally every year',7.19534E+17,0.337,1,0.5,,,,
73,1,1,,0.64,'fcx 353','fcx 353',5514207,0.339,0.64,0.32,,,,
100,1,1,,0.74,'peachy prospects','peachy prospects',7.19504E+17,0.339,0.74,0.37,,,,
74,1,-1,+,0.6,'watch tsla 345','watch tsla 345',5818088,0.339,-0.6,,,,,
170,1,1,,0.65,'google soon start selling chromebooks walmart staples','google soon start selling chromebooks walmart staples',14140852,0.34,0.65,0.325,,,,
49,1,1,,0.95,'soars premarket','soars premarket',27583592,0.34,0.95,0.475,,,,
123,1,1,,1,'watchlist top stocks','watchlist top stocks',7.19551E+17,0.342,1,0.5,,,,
6,1,1,,0.52,'easonably priced high growth institutional fave glamour name going least 30 higher','easonably priced high growth institutional fave glamour name going least 30 higher',14873237,0.342,0.52,0.26,,,,
10,1,1,,0.98,'nice little cupandhandle shaping up favours good day index','nice little cupandhandle shaping up favours good day index',5721348,0.342,0.98,0.49,,,,
22,1,1,,0.73,'up 95 market','up 95 market',7.10652E+17,0.342,0.73,0.365,,,,
107,1,1,,0.99,'watchlist top stocks','watchlist top stocks',7.19551E+17,0.342,0.99,0.495,,,,
103,1,1,,0.56,'daily mail enters competition acquire yah','daily mail enters competition acquire yah',7.19909E+17,0.342,0.56,0.28,,,,
105,1,1,,1,'watchlist top stocks','watchlist top stocks',7.19551E+17,0.342,1,0.5,,,,
113,1,1,,1,'watchlist top stocks','watchlist top stocks',7.19551E+17,0.342,1,0.5,,,,
25,1,1,,1,'watchlist top stocks','watchlist top stocks',7.19551E+17,0.342,1,0.5,,,,
4,1,1,,0.59,'may ripe takeover targe','may ripe takeover targe',7.10475E+17,0.343,0.59,0.295,,,,
185,1,1,,0.96,'call sweepers stepping up morning','call sweepers stepping up morning',7.1955E+17,0.343,0.96,0.48,,,,
63,1,1,,0.99,'im watchingand buy targets','im watchingand buy targets',7.19683E+17,0.344,0.99,0.495,,,,
60,1,1,,1,'im watchingand buy targets','im watchingand buy targets',7.19683E+17,0.344,1,0.5,,,,
109,1,-1,+,0.71,'took small position','took small position',5834712,0.344,-0.71,,,,,
64,1,1,,0.98,'im watchingand buy targets','im watchingand buy targets',7.19683E+17,0.344,0.98,0.49,,,,
183,1,-1,+,0.65,'broken major horizontal resistance','broken major horizontal resistance',5429838,0.345,-0.65,,,,,
193,1,1,,0.55,'weakness could opportunity good sell nov put reentry','weakness could opportunity good sell nov put reentry',10147563,0.345,0.55,0.275,,,,
148,1,1,,0.84,'got ta hold','got ta hold',5285822,0.345,0.84,0.42,,,,
160,1,1,,0.98,'supermarket stocks rally tesco plans axe noncore uk assets','supermarket stocks rally tesco plans axe noncore uk assets',7.19564E+17,0.346,0.98,0.49,,,,
34,1,1,,0.93,'s1 above gap keeping eye s2','s1 above gap keeping eye s2',12912068,0.346,0.93,0.465,,,,
178,1,1,,0.8,'buy weakness','buy weakness',7.19877E+17,0.346,0.8,0.4,,,,
85,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
20,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
58,1,1,,0.79,'launching shopping bot catalyst2016','launching shopping bot catalyst2016',7.19915E+17,0.348,0.79,0.395,,,,
92,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
157,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
61,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
87,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
184,1,1,,0.95,'okay small mww ','covered small mww short',5357035,0.348,0.95,0.475,,,,
9,1,1,,1,'highest call put ratio','highest call put ratio',7.19615E+17,0.348,1,0.5,,,,
40,1,1,,1,'indicators turning up bounced support','indicators turning up bounced support',8596960,0.351,1,0.5,,,,
30,1,1,,0.97,'breakout watch','breakout watch',7.19665E+17,0.352,0.97,0.485,,,,
123,1,1,,0.797,'fb small flong 10925 via calls','fb small flong 10925 via calls',7.19534E+17,0.352,0.797,0.3985,,,,
140,1,1,,1,'breakout watch','breakout watch',7.19665E+17,0.352,1,0.5,,,,
100,1,1,,1,'tol higher','tol higher',7.19508E+17,0.353,1,0.5,,,,
200,1,1,,0.8,'equities recently tagged undervalued','equities recently tagged undervalued',7.19541E+17,0.353,0.8,0.4,,,,
44,1,1,,1,add,add,7.19893E+17,0.354,1,0.5,,,,
66,1,-1,+,0.697,'barclays signs apple pay','barclays signs apple pay',7.19543E+17,0.354,-0.697,,,,,
114,1,1,,0.92,'premier retail dividend play','premier retail dividend play',7.1949E+17,0.354,0.92,0.46,,,,
90,1,1,,0.99,add,add,7.19893E+17,0.354,0.99,0.495,,,,
75,1,1,,0.97,'big picture brilliant boywonder visionary zuck','big picture brilliant boywonder visionary zuck',29293945,0.355,0.97,0.485,,,,
17,1,1,,0.77,'cash burn','cash burn',7.1994E+17,0.356,0.77,0.385,,,,
193,1,1,,0.93,'midsingle digits ebitda growth','midsingle digits ebitda growth',7.08392E+17,0.357,0.93,0.465,,,,
104,1,1,,0.98,'stocks higher afternoon trade','stocks higher afternoon trade',7.196E+17,0.357,0.98,0.49,,,,
88,1,1,,0.62,'problem shorts every fund want buy thing pullback','problem shorts every fund want buy thing pullback',10179694,0.358,0.62,0.31,,,,
146,1,1,,0.92,'waiting price enter buysupport zone strong support','waiting price enter buysupport zone strong support',5900979,0.358,0.92,0.46,,,,
29,1,1,,0.52,'may feed tsla momentum run lately','may feed tsla momentum run lately',7.19528E+17,0.359,0.52,0.26,,,,
43,1,-1,+,0.82,'cant imagine shorts wanting go weekend without taking care position','cant imagine shorts wanting go weekend without taking care position',17966501,0.36,-0.82,,,,,
155,1,1,,0.94,'looks like bo coming','looks like bo coming',34063135,0.36,0.94,0.47,,,,
27,1,1,,0.84,'lets see big bounce','lets see big bounce',33458939,0.361,0.84,0.42,,,,
145,1,1,,0.91,'sector taking beating recently could positive catch bid today','sector taking beating recently could positive catch bid today',7.09331E+17,0.361,0.91,0.455,,,,
89,1,1,,0.78,'adbe flying','adbe flying',7.10558E+17,0.361,0.78,0.39,,,,
143,1,1,,0.99,'okay position','sell short position',15259761,0.361,0.99,0.495,,,,
69,1,1,,0.965,'sector taking beating recently could positive catch bid today','sector taking beating recently could positive catch bid today',7.09331E+17,0.361,0.965,0.4825,,,,
26,1,1,,0.71,'mtd 341 325','mtd 341 325',7.1953E+17,0.362,0.71,0.355,,,,
190,1,1,,0.94,'coal stocks poking head up nice weekly candle','coal stocks poking head up nice weekly candle',25043071,0.362,0.94,0.47,,,,
156,1,1,,0.88,'looking good calls active','looking good calls active',5728814,0.362,0.88,0.44,,,,
162,1,1,,0.95,'today bought','today bought',7.19586E+17,0.362,0.95,0.475,,,,
162,1,1,,0.9,'looks like ascending channel','looks like ascending channel',35260630,0.363,0.9,0.45,,,,
137,1,-1,+,0.73,'news breaks first fastest twtr','news breaks first fastest twtr',7.1957E+17,0.364,-0.73,,,,,
67,1,1,,0.92,'picking up couple shares goog today','picking up couple shares goog today',7.19915E+17,0.364,0.92,0.46,,,,
172,1,1,,0.75,'services like nflx hulu growing much faster cable','services like nflx hulu growing much faster cable',7.19685E+17,0.364,0.75,0.375,,,,
83,1,1,,1,'pie sky','pie sky',7.1985E+17,0.365,1,0.5,,,,
128,1,1,,1,'pie sky','pie sky',7.1985E+17,0.365,1,0.5,,,,
162,1,1,,1,'pie sky','pie sky',7.1985E+17,0.365,1,0.5,,,,
184,1,1,,1,'pie sky','pie sky',7.1985E+17,0.365,1,0.5,,,,
59,1,1,,1,'pie sky','pie sky',7.1985E+17,0.365,1,0.5,,,,
156,1,1,,0.99,'pie sky','pie sky',7.1985E+17,0.365,0.99,0.495,,,,
164,1,1,,1,'looking sharp move up equities','looking sharp move up equities',7.10144E+17,0.365,1,0.5,,,,
1,1,1,,0.79,'watching bounce tomorrow','watching bounce tomorrow',7.19659E+17,0.366,0.79,0.395,,,,
64,1,1,,0.8,'beats estimize eps consensus 6c estimize revenue consensus','beats estimize eps consensus 6c estimize revenue consensus',7.10245E+17,0.366,0.8,0.4,,,,
141,1,1,,0.64,'near hod','near hod',11873404,0.366,0.64,0.32,,,,
84,1,1,,0.76,'okay getting ','shorts getting nervous',11964100,0.366,0.76,0.38,,,,
196,1,1,,0.72,'hipments track exceed forecasts','hipments track exceed forecasts',7.09821E+17,0.367,0.72,0.36,,,,
27,1,1,,0.55,'going epic','going epic',7795026,0.367,0.55,0.275,,,,
5,1,1,,0.97,'looking sharp move up equities','looking sharp move up equities',7.10144E+17,0.368,0.97,0.485,,,,
62,1,1,,0.96,'long term uptrend intract far','long term uptrend intract far',39049974,0.368,0.96,0.48,,,,
